no_langganan,nama_pelanggan,alamat,no_telp,status,golongan,stand_awal,stand_akhir,pemakaian,tagihan,bulan
7741312,Tan Andi Sanjaya,Flamboyan 117,3607117,Y,Niaga 2,645,649,10,94500,Oktober 2025
7741312,Tan Andi Sanjaya,Flamboyan 117,3607117,Y,Niaga 2,649,654,10,94500,November 2025
7741312,Tan Andi Sanjaya,Flamboyan 117,3607117,Y,Niaga 2,649,654,10,94500,Desember 2025
7741312,Tan Andi Sanjaya,Flamboyan 117,3607117,Y,Niaga 2,659,663,10,94500,Januari 2026
7741312,Tan Andi Sanjaya,Flamboyan 117,3607117,Y,Niaga 2,663,667,10,94500,Februari 2026
7750094,Tanda Barisan Lubis,Permata Majapahit 24,3635052,T,RT 4,1069,1069,10,65500,September 2025
7750094,Tanda Barisan Lubis,Permata Majapahit 24,3635052,T,RT 4,1069,1069,10,65500,Oktober 2025
7750094,Tanda Barisan Lubis,Permata Majapahit 24,3635052,T,RT 4,1069,1069,10,65500,November 2025
7750094,Tanda Barisan Lubis,Permata Majapahit 24,3635052,T,RT 4,1069,1069,10,65500,Desember 2025
7750094,Tanda Barisan Lubis,Permata Majapahit 24,3635052,T,RT 5,1069,1072,10,75500,Januari 2026
7750094,Tanda Barisan Lubis,Permata Majapahit 24,3635052,T,RT 5,1072,1073,10,75500,Februari 2026
7750141,Sri Purwono,Blancirsari IV,3610105,T,RT 4,60,69,10,59500,September 2025
7750141,Sri Purwono,Blancirsari IV,3610105,T,RT 4,69,74,10,59500,Oktober 2025
7750141,Sri Purwono,Blancirsari IV,3610105,T,RT 4,74,84,10,59500,November 2025
7750141,Sri Purwono,Blancirsari IV,3610105,T,RT 4,74,84,10,59500,Desember 2025
7750141,Sri Purwono,Blancirsari IV,3610105,T,RT 4,96,103,10,59500,Januari 2026
7750141,Sri Purwono,Blancirsari IV,3610105,T,RT 4,103,107,10,59500,Februari 2026
7760098,Maya Rosilia,Graha Sendangmulyo HH2/2,3732163,T,RT 4,2620,2636,16,95500,September 2025
7760098,Maya Rosilia,Graha Sendangmulyo HH2/2,3732163,T,RT 4,2636,2650,14,85500,Oktober 2025
7760098,Maya Rosilia,Graha Sendangmulyo HH2/2,3732163,T,RT 4,2650,2667,17,100500,November 2025
7760098,Maya Rosilia,Graha Sendangmulyo HH2/2,3732163,T,RT 4,2650,2667,17,100500,Desember 2025
7760098,Maya Rosilia,Graha Sendangmulyo HH2/2,3732163,T,RT 4,2682,2697,15,90500,Januari 2026
7760098,Maya Rosilia,Graha Sendangmulyo HH2/2,3732163,T,RT 4,2697,2706,10,65500,Februari 2026
7760129,Suwardi,Graha Sendangmulyo KK1/7,3732129,T,RT 4,4559,4585,26,151500,September 2025
7760129,Suwardi,Graha Sendangmulyo KK1/7,3732129,T,RT 4,4585,4610,25,145500,Oktober 2025
7760129,Suwardi,Graha Sendangmulyo KK1/7,3732129,T,RT 4,4610,4633,23,133500,November 2025
7760129,Suwardi,Graha Sendangmulyo KK1/7,3732129,T,RT 4,4610,4633,23,133500,Desember 2025
7760129,Suwardi,Graha Sendangmulyo KK1/7,3732129,T,RT 4,4659,4689,30,175500,Januari 2026
7760129,Suwardi,Graha Sendangmulyo KK1/7,3732129,T,RT 4,4689,4714,25,145500,Februari 2026
7760297,Dyah Rosita F,Klipang Permai H-346,3719119,T,RT 4,2626,2654,28,163500,September 2025
7760297,Dyah Rosita F,Klipang Permai H-346,3719119,T,RT 4,2654,2654,28,163500,Oktober 2025
7760297,Dyah Rosita F,Klipang Permai H-346,3719119,T,RT 4,2682,2712,30,175500,November 2025
7760297,Dyah Rosita F,Klipang Permai H-346,3719119,T,RT 4,2682,2712,30,175500,Desember 2025
7760297,Dyah Rosita F,Klipang Permai H-346,3719119,T,RT 4,2738,2738,30,175500,Januari 2026
7760297,Dyah Rosita F,Klipang Permai H-346,3719119,T,RT 4,2768,2792,24,139500,Februari 2026
7760422,Sri Giyatmo Ponco Wiyono,Klipang PGRI K-44,3714135,T,RT 4,2343,2361,18,105500,September 2025
7760422,Sri Giyatmo Ponco Wiyono,Klipang PGRI K-44,3714135,T,RT 4,2361,2379,18,105500,Oktober 2025
7760422,Sri Giyatmo Ponco Wiyono,Klipang PGRI K-44,3714135,T,RT 4,2379,2397,18,105500,November 2025
7760422,Sri Giyatmo Ponco Wiyono,Klipang PGRI K-44,3714135,T,RT 4,2379,2397,18,105500,Desember 2025
7760422,Sri Giyatmo Ponco Wiyono,Klipang PGRI K-44,3714135,T,RT 4,2411,2427,16,95500,Januari 2026
7760422,Sri Giyatmo Ponco Wiyono,Klipang PGRI K-44,3714135,T,RT 4,2427,2441,14,85500,Februari 2026
7760514,Ardiansyah Al-Hafiz,Pakis 2/69,3716022,T,RT 4,2302,2323,21,121500,September 2025
7760514,Ardiansyah Al-Hafiz,Pakis 2/69,3716022,T,RT 4,2323,2342,19,110500,Oktober 2025
7760514,Ardiansyah Al-Hafiz,Pakis 2/69,3716022,T,RT 4,2342,2362,20,115500,November 2025
7760514,Ardiansyah Al-Hafiz,Pakis 2/69,3716022,T,RT 4,2342,2362,20,115500,Desember 2025
7760514,Ardiansyah Al-Hafiz,Pakis 2/69,3716022,T,RT 4,2379,2396,17,100500,Januari 2026
7760514,Ardiansyah Al-Hafiz,Pakis 2/69,3716022,T,RT 4,2396,2414,18,105500,Februari 2026
7760517,"Sudarmono, SE",Pakis 1/177,3716079,T,RT 4,1678,1681,10,65500,September 2025
7760517,"Sudarmono, SE",Pakis 1/177,3716079,T,RT 4,1681,1684,10,65500,Oktober 2025
7760517,"Sudarmono, SE",Pakis 1/177,3716079,T,RT 4,1684,1685,10,65500,November 2025
7760517,"Sudarmono, SE",Pakis 1/177,3716079,T,RT 4,1684,1685,10,65500,Desember 2025
7760517,"Sudarmono, SE",Pakis 1/177,3716079,T,RT 4,1687,1690,10,65500,Januari 2026
7760517,"Sudarmono, SE",Pakis 1/177,3716079,T,RT 4,1690,1692,10,65500,Februari 2026
7760724,Bambang Sigit R,Klipang Permai I-234,3719152,T,RT 4,2035,2050,15,90500,September 2025
7760724,Bambang Sigit R,Klipang Permai I-234,3719152,T,RT 4,2050,2065,15,90500,Oktober 2025
7760724,Bambang Sigit R,Klipang Permai I-234,3719152,T,RT 4,2065,2080,15,90500,November 2025
7760724,Bambang Sigit R,Klipang Permai I-234,3719152,T,RT 4,2065,2080,15,90500,Desember 2025
7760724,Bambang Sigit R,Klipang Permai I-234,3719152,T,RT 4,2096,2111,15,90500,Januari 2026
7760724,Bambang Sigit R,Klipang Permai I-234,3719152,T,RT 4,2111,2124,13,80500,Februari 2026
7760725,Triatmei,Klipang Permai I-374,3719151,T,RT 4,782,807,25,145500,September 2025
7760725,Triatmei,Klipang Permai I-374,3719151,T,RT 4,807,830,23,133500,Oktober 2025
7760725,Triatmei,Klipang Permai I-374,3719151,T,RT 4,830,855,25,145500,November 2025
7760725,Triatmei,Klipang Permai I-374,3719151,T,RT 4,830,855,25,145500,Desember 2025
7760725,Triatmei,Klipang Permai I-374,3719151,T,RT 4,876,901,25,145500,Januari 2026
7760725,Triatmei,Klipang Permai I-374,3719151,T,RT 4,901,922,21,121500,Februari 2026
7760747,Cherry Rene Telwe,Klipang PGRI L-102,3714066,T,RT 4,2729,2743,14,85500,September 2025
7760747,Cherry Rene Telwe,Klipang PGRI L-102,3714066,T,RT 4,2743,2757,14,85500,Oktober 2025
7760747,Cherry Rene Telwe,Klipang PGRI L-102,3714066,T,RT 4,2757,2773,16,95500,November 2025
7760747,Cherry Rene Telwe,Klipang PGRI L-102,3714066,T,RT 4,2757,2773,16,95500,Desember 2025
7760747,Cherry Rene Telwe,Klipang PGRI L-102,3714066,T,RT 4,2788,2804,16,95500,Januari 2026
7760747,Cherry Rene Telwe,Klipang PGRI L-102,3714066,T,RT 4,2804,2814,10,65500,Februari 2026
7761194,PT Fasat Indonusa,Permata Sendngmulyo Kav80,3733091,T,RT 4,1264,1279,15,90500,September 2025
7761194,PT Fasat Indonusa,Permata Sendngmulyo Kav80,3733091,T,RT 4,1279,1297,18,105500,Oktober 2025
7761194,PT Fasat Indonusa,Permata Sendngmulyo Kav80,3733091,T,RT 4,1297,1307,10,65500,November 2025
7761194,PT Fasat Indonusa,Permata Sendngmulyo Kav80,3733091,T,RT 4,1297,1307,10,65500,Desember 2025
7761194,PT Fasat Indonusa,Permata Sendngmulyo Kav80,3733091,T,RT 4,1322,1331,10,65500,Januari 2026
7761194,PT Fasat Indonusa,Permata Sendngmulyo Kav80,3733091,T,RT 4,1331,1338,10,65500,Februari 2026
7761225,PT Fasat Indonusa,Permata Sendngmulyo Kav97,3733082,Y,RT 4,1844,1861,17,100500,September 2025
7761225,PT Fasat Indonusa,Permata Sendngmulyo Kav97,3733082,Y,RT 4,1861,1877,16,95500,Oktober 2025
7761225,PT Fasat Indonusa,Permata Sendngmulyo Kav97,3733082,Y,RT 4,1877,1894,17,100500,November 2025
7761225,PT Fasat Indonusa,Permata Sendngmulyo Kav97,3733082,Y,RT 4,1877,1894,17,100500,Desember 2025
7761225,PT Fasat Indonusa,Permata Sendngmulyo Kav97,3733082,Y,RT 4,1906,1911,10,65500,Januari 2026
7761225,PT Fasat Indonusa,Permata Sendngmulyo Kav97,3733082,Y,RT 4,1911,1925,14,85500,Februari 2026
7761339,Seno Putro Yudo Buono,Permata Sendangmulyo 114,3733063,Y,RT 4,575,575,10,65500,September 2025
7761339,Seno Putro Yudo Buono,Permata Sendangmulyo 114,3733063,Y,RT 4,575,575,10,65500,Oktober 2025
7761339,Seno Putro Yudo Buono,Permata Sendangmulyo 114,3733063,Y,RT 4,575,575,10,65500,November 2025
7761339,Seno Putro Yudo Buono,Permata Sendangmulyo 114,3733063,Y,RT 4,575,575,10,65500,Desember 2025
7761339,Seno Putro Yudo Buono,Permata Sendangmulyo 114,3733063,Y,RT 4,575,579,10,65500,Januari 2026
7761339,Seno Putro Yudo Buono,Permata Sendangmulyo 114,3733063,Y,RT 4,579,579,10,65500,Februari 2026
7761362,Dewi Erna Wardhani,Perum PGRI J-29,3715152,Y,RT 4,742,751,10,65500,September 2025
7761362,Dewi Erna Wardhani,Perum PGRI J-29,3715152,Y,RT 4,751,760,10,65500,Oktober 2025
7761362,Dewi Erna Wardhani,Perum PGRI J-29,3715152,Y,RT 4,760,771,11,70500,November 2025
7761362,Dewi Erna Wardhani,Perum PGRI J-29,3715152,Y,RT 4,760,771,11,70500,Desember 2025
7761362,Dewi Erna Wardhani,Perum PGRI J-29,3715152,Y,RT 4,780,790,10,65500,Januari 2026
7761362,Dewi Erna Wardhani,Perum PGRI J-29,3715152,Y,RT 4,790,800,10,65500,Februari 2026
7761421,Yanuar Arnaz,Klipang Peso Asr 3G-85/86,3712030,Y,RT 4,130,151,21,121500,September 2025
7761421,Yanuar Arnaz,Klipang Peso Asr 3G-85/86,3712030,Y,RT 4,151,152,10,65500,Oktober 2025
7761421,Yanuar Arnaz,Klipang Peso Asr 3G-85/86,3712030,Y,RT 4,152,154,10,65500,November 2025
7761421,Yanuar Arnaz,Klipang Peso Asr 3G-85/86,3712030,Y,RT 4,152,154,10,65500,Desember 2025
7761421,Yanuar Arnaz,Klipang Peso Asr 3G-85/86,3712030,Y,RT 4,154,154,10,65500,Januari 2026
7761421,Yanuar Arnaz,Klipang Peso Asr 3G-85/86,3712030,Y,RT 4,154,154,10,65500,Februari 2026
7761649,Eko Yuli Kurniyawati,KPA Golf View D - 4,3750063,T,RT 4,472,485,13,76500,September 2025
7761649,Eko Yuli Kurniyawati,KPA Golf View D - 4,3750063,T,RT 4,485,499,14,81500,Oktober 2025
7761649,Eko Yuli Kurniyawati,KPA Golf View D - 4,3750063,T,RT 4,499,512,13,76500,November 2025
7761649,Eko Yuli Kurniyawati,KPA Golf View D - 4,3750063,T,RT 4,499,512,13,76500,Desember 2025
7761649,Eko Yuli Kurniyawati,KPA Golf View D - 4,3750063,T,RT 5,526,549,23,154000,Januari 2026
7761649,Eko Yuli Kurniyawati,KPA Golf View D - 4,3750063,T,RT 5,549,561,12,83500,Februari 2026
7762249,Isroni,Bukit Dahlia XIII RT.6/15,3738519,Y,RT 3,1670,1672,10,55500,September 2025
7762249,Isroni,Bukit Dahlia XIII RT.6/15,3738519,Y,RT 3,1672,1677,10,55500,Oktober 2025
7762249,Isroni,Bukit Dahlia XIII RT.6/15,3738519,Y,RT 3,1677,1681,10,55500,November 2025
7762249,Isroni,Bukit Dahlia XIII RT.6/15,3738519,Y,RT 3,1677,1681,10,55500,Desember 2025
7762249,Isroni,Bukit Dahlia XIII RT.6/15,3738519,Y,RT 3,1683,1695,12,63500,Januari 2026
7762249,Isroni,Bukit Dahlia XIII RT.6/15,3738519,Y,RT 3,1695,1698,10,55500,Februari 2026
7763513,Catharina Yolanda Clarett,Cemara 45B Klipang 14/16,3716514,T,RT 4,52,64,12,69500,September 2025
7763513,Catharina Yolanda Clarett,Cemara 45B Klipang 14/16,3716514,T,RT 4,64,86,22,121500,Oktober 2025
7763513,Catharina Yolanda Clarett,Cemara 45B Klipang 14/16,3716514,T,RT 4,86,96,10,59500,November 2025
7763513,Catharina Yolanda Clarett,Cemara 45B Klipang 14/16,3716514,T,RT 4,86,96,10,59500,Desember 2025
7763513,Catharina Yolanda Clarett,Cemara 45B Klipang 14/16,3716514,T,RT 4,112,115,10,59500,Januari 2026
7763513,Catharina Yolanda Clarett,Cemara 45B Klipang 14/16,3716514,T,RT 4,115,121,10,59500,Februari 2026
7780090,Rosmawati,Bangau 1-12 Rt2 Rw4,3821063,T,RT 4,1445,1476,31,176500,September 2025
7780090,Rosmawati,Bangau 1-12 Rt2 Rw4,3821063,T,RT 4,1476,1505,29,163500,Oktober 2025
7780090,Rosmawati,Bangau 1-12 Rt2 Rw4,3821063,T,RT 4,1505,1531,26,145500,November 2025
7780090,Rosmawati,Bangau 1-12 Rt2 Rw4,3821063,T,RT 4,1505,1531,26,145500,Desember 2025
7780090,Rosmawati,Bangau 1-12 Rt2 Rw4,3821063,T,RT 4,1549,1564,15,84500,Januari 2026
7780090,Rosmawati,Bangau 1-12 Rt2 Rw4,3821063,T,RT 4,1564,1575,11,64500,Februari 2026
7780249,Fandi Yusuf,Griya Kharisma C /7,3947030,T,RT 4,10,10,10,59500,September 2025
7780249,Fandi Yusuf,Griya Kharisma C /7,3947030,T,RT 4,10,10,10,59500,Oktober 2025
7780249,Fandi Yusuf,Griya Kharisma C /7,3947030,T,RT 4,10,10,10,59500,November 2025
7780249,Fandi Yusuf,Griya Kharisma C /7,3947030,T,RT 4,10,10,10,59500,Desember 2025
7780249,Fandi Yusuf,Griya Kharisma C /7,3947030,T,RT 4,4,4,10,59500,Januari 2026
7780249,Fandi Yusuf,Griya Kharisma C /7,3947030,T,RT 4,4,4,10,59500,Februari 2026
7780298,mandalin,Taman Sari Hills B 02/15A,3829025,T,RT 4,10,10,10,59500,September 2025
7780298,mandalin,Taman Sari Hills B 02/15A,3829025,T,RT 4,10,10,10,59500,Oktober 2025
7780298,mandalin,Taman Sari Hills B 02/15A,3829025,T,RT 4,10,10,10,59500,November 2025
7780298,mandalin,Taman Sari Hills B 02/15A,3829025,T,RT 4,10,10,10,59500,Desember 2025
7780298,mandalin,Taman Sari Hills B 02/15A,3829025,T,RT 4,10,1,10,59500,Januari 2026
7780298,mandalin,Taman Sari Hills B 02/15A,3829025,T,RT 4,1,1,10,59500,Februari 2026
7780335,Krisna Murti Prasetya Aji,Bukit Palem Asri I,3903003,T,RT 4,61,69,10,59500,September 2025
7780335,Krisna Murti Prasetya Aji,Bukit Palem Asri I,3903003,T,RT 4,69,77,10,59500,Oktober 2025
7780335,Krisna Murti Prasetya Aji,Bukit Palem Asri I,3903003,T,RT 4,77,88,11,64500,November 2025
7780335,Krisna Murti Prasetya Aji,Bukit Palem Asri I,3903003,T,RT 4,77,88,11,64500,Desember 2025
7780335,Krisna Murti Prasetya Aji,Bukit Palem Asri I,3903003,T,RT 4,101,107,10,59500,Januari 2026
7780335,Krisna Murti Prasetya Aji,Bukit Palem Asri I,3903003,T,RT 4,107,115,10,59500,Februari 2026
8040442,Joni Purwoko,Rogo Jembangan 2/7,3810035,Y,RT 4,2297,2310,13,80500,September 2025
8040442,Joni Purwoko,Rogo Jembangan 2/7,3810035,Y,RT 4,2310,2321,11,70500,Oktober 2025
8040442,Joni Purwoko,Rogo Jembangan 2/7,3810035,Y,RT 4,2321,2333,12,75500,November 2025
8040442,Joni Purwoko,Rogo Jembangan 2/7,3810035,Y,RT 4,2321,2333,12,75500,Desember 2025
8040442,Joni Purwoko,Rogo Jembangan 2/7,3810035,Y,RT 4,2344,2356,12,75500,Januari 2026
8040442,Joni Purwoko,Rogo Jembangan 2/7,3810035,Y,RT 4,2356,2367,11,70500,Februari 2026
8041160,Sujimin,Rogojembangan Tmr 7/2,3812091,T,RT 4,778,786,10,65500,September 2025
8041160,Sujimin,Rogojembangan Tmr 7/2,3812091,T,RT 4,786,797,11,70500,Oktober 2025
8041160,Sujimin,Rogojembangan Tmr 7/2,3812091,T,RT 4,797,807,10,65500,November 2025
8041160,Sujimin,Rogojembangan Tmr 7/2,3812091,T,RT 4,797,807,10,65500,Desember 2025
8041160,Sujimin,Rogojembangan Tmr 7/2,3812091,T,RT 4,818,829,11,70500,Januari 2026
8041160,Sujimin,Rogojembangan Tmr 7/2,3812091,T,RT 4,829,837,10,65500,Februari 2026
8041199,Sunarto,Karanggawang Rt6/14,3808034,T,RT 3,82,93,11,59500,September 2025
8041199,Sunarto,Karanggawang Rt6/14,3808034,T,RT 3,93,105,12,63500,Oktober 2025
8041199,Sunarto,Karanggawang Rt6/14,3808034,T,RT 3,105,115,10,55500,November 2025
8041199,Sunarto,Karanggawang Rt6/14,3808034,T,RT 3,105,115,10,55500,Desember 2025
8041199,Sunarto,Karanggawang Rt6/14,3808034,T,RT 3,128,139,11,59500,Januari 2026
8041199,Sunarto,Karanggawang Rt6/14,3808034,T,RT 3,139,147,10,55500,Februari 2026
8410359,Worowati Wahyuningsih,Bkt Kelapa Raya A1-49,3920091,T,RT 4,4173,4189,16,95500,September 2025
8410359,Worowati Wahyuningsih,Bkt Kelapa Raya A1-49,3920091,T,RT 4,4189,4218,29,169500,Oktober 2025
8410359,Worowati Wahyuningsih,Bkt Kelapa Raya A1-49,3920091,T,RT 4,4218,4247,29,169500,November 2025
8410359,Worowati Wahyuningsih,Bkt Kelapa Raya A1-49,3920091,T,RT 4,4218,4247,29,169500,Desember 2025
8410359,Worowati Wahyuningsih,Bkt Kelapa Raya A1-49,3920091,T,RT 4,4276,4306,30,175500,Januari 2026
8410359,Worowati Wahyuningsih,Bkt Kelapa Raya A1-49,3920091,T,RT 4,4306,4327,21,121500,Februari 2026
8410671,"Setiawan, S.Pd",Bkt Kelapa Gading 2 As-20,3905070,T,RT 4,1519,1546,27,157500,September 2025
8410671,"Setiawan, S.Pd",Bkt Kelapa Gading 2 As-20,3905070,T,RT 4,1546,1559,13,80500,Oktober 2025
8410671,"Setiawan, S.Pd",Bkt Kelapa Gading 2 As-20,3905070,T,RT 4,1559,1572,13,80500,November 2025
8410671,"Setiawan, S.Pd",Bkt Kelapa Gading 2 As-20,3905070,T,RT 4,1559,1572,13,80500,Desember 2025
8410671,"Setiawan, S.Pd",Bkt Kelapa Gading 2 As-20,3905070,T,RT 4,1579,1585,10,65500,Januari 2026
8410671,"Setiawan, S.Pd",Bkt Kelapa Gading 2 As-20,3905070,T,RT 4,1585,1591,10,65500,Februari 2026
8410785,Triyadi,Kelapa Sawit II AH 45,3920037,T,RT 4,818,829,11,70500,September 2025
8410785,Triyadi,Kelapa Sawit II AH 45,3920037,T,RT 4,829,835,10,65500,Oktober 2025
8410785,Triyadi,Kelapa Sawit II AH 45,3920037,T,RT 4,835,842,10,65500,November 2025
8410785,Triyadi,Kelapa Sawit II AH 45,3920037,T,RT 4,835,842,10,65500,Desember 2025
8410785,Triyadi,Kelapa Sawit II AH 45,3920037,T,RT 4,850,862,12,75500,Januari 2026
8410785,Triyadi,Kelapa Sawit II AH 45,3920037,T,RT 4,862,875,13,80500,Februari 2026
8420319,Achmad Nurcholik SE,Bkt Kelapa Kopyor 5/BK-1,3905141,T,RT 4,310,315,10,65500,September 2025
8420319,Achmad Nurcholik SE,Bkt Kelapa Kopyor 5/BK-1,3905141,T,RT 5,315,320,10,75500,Oktober 2025
8420319,Achmad Nurcholik SE,Bkt Kelapa Kopyor 5/BK-1,3905141,T,RT 5,320,325,10,75500,November 2025
8420319,Achmad Nurcholik SE,Bkt Kelapa Kopyor 5/BK-1,3905141,T,RT 5,320,325,10,75500,Desember 2025
8420319,Achmad Nurcholik SE,Bkt Kelapa Kopyor 5/BK-1,3905141,T,RT 5,338,338,10,75500,Januari 2026
8420319,Achmad Nurcholik SE,Bkt Kelapa Kopyor 5/BK-1,3905141,T,RT 5,338,339,10,75500,Februari 2026
8420347,Endah Nurwasrini,Bkt Kelapa Kopyor 6/BL-1,3905166,T,RT 4,1751,1762,11,70500,September 2025
8420347,Endah Nurwasrini,Bkt Kelapa Kopyor 6/BL-1,3905166,T,RT 4,1762,1774,12,75500,Oktober 2025
8420347,Endah Nurwasrini,Bkt Kelapa Kopyor 6/BL-1,3905166,T,RT 4,1774,1786,12,75500,November 2025
8420347,Endah Nurwasrini,Bkt Kelapa Kopyor 6/BL-1,3905166,T,RT 4,1774,1786,12,75500,Desember 2025
8420347,Endah Nurwasrini,Bkt Kelapa Kopyor 6/BL-1,3905166,T,RT 4,1799,1812,13,80500,Januari 2026
8420347,Endah Nurwasrini,Bkt Kelapa Kopyor 6/BL-1,3905166,T,RT 4,1812,1825,13,80500,Februari 2026
8420468,Tri Handayani,Bkt Kelapa Kopyor 4/B1-15,3905131,T,RT 4,1258,1274,16,89500,September 2025
8420468,Tri Handayani,Bkt Kelapa Kopyor 4/B1-15,3905131,T,RT 5,1274,1289,15,99500,Oktober 2025
8420468,Tri Handayani,Bkt Kelapa Kopyor 4/B1-15,3905131,T,RT 5,1289,1308,19,123500,November 2025
8420468,Tri Handayani,Bkt Kelapa Kopyor 4/B1-15,3905131,T,RT 5,1289,1308,19,123500,Desember 2025
8420468,Tri Handayani,Bkt Kelapa Kopyor 4/B1-15,3905131,T,RT 5,1325,1344,19,123500,Januari 2026
8420468,Tri Handayani,Bkt Kelapa Kopyor 4/B1-15,3905131,T,RT 5,1344,1359,15,99500,Februari 2026
8430182,PT.Bukit Smg Jaya Metro,Bkt.Cemara Indah 5/Cf-5,3911088,T,RT 3,655,656,10,55500,September 2025
8430182,PT.Bukit Smg Jaya Metro,Bkt.Cemara Indah 5/Cf-5,3911088,T,RT 3,656,658,10,55500,Oktober 2025
8430182,PT.Bukit Smg Jaya Metro,Bkt.Cemara Indah 5/Cf-5,3911088,T,RT 3,658,665,10,55500,November 2025
8430182,PT.Bukit Smg Jaya Metro,Bkt.Cemara Indah 5/Cf-5,3911088,T,RT 3,658,665,10,55500,Desember 2025
8430182,PT.Bukit Smg Jaya Metro,Bkt.Cemara Indah 5/Cf-5,3911088,T,RT 3,665,665,10,55500,Januari 2026
8430182,PT.Bukit Smg Jaya Metro,Bkt.Cemara Indah 5/Cf-5,3911088,T,RT 3,665,666,10,55500,Februari 2026
8430815,Azik Aslam Abdillah,Bkt Palem Raja 3 H2 36,3901162,T,RT 4,1923,1946,23,133500,September 2025
8430815,Azik Aslam Abdillah,Bkt Palem Raja 3 H2 36,3901162,T,RT 4,1946,1966,20,115500,Oktober 2025
8430815,Azik Aslam Abdillah,Bkt Palem Raja 3 H2 36,3901162,T,RT 4,1966,1992,26,151500,November 2025
8430815,Azik Aslam Abdillah,Bkt Palem Raja 3 H2 36,3901162,T,RT 4,1966,1992,26,151500,Desember 2025
8430815,Azik Aslam Abdillah,Bkt Palem Raja 3 H2 36,3901162,T,RT 4,2024,2053,29,169500,Januari 2026
8430815,Azik Aslam Abdillah,Bkt Palem Raja 3 H2 36,3901162,T,RT 4,2053,2076,23,133500,Februari 2026
8430893,Akaponjuluh Warsiastuti,Bkt Palem Raja 6 H8/ 06,3901108,T,RT 4,592,592,10,65500,September 2025
8430893,Akaponjuluh Warsiastuti,Bkt Palem Raja 6 H8/ 06,3901108,T,RT 4,592,595,10,65500,Oktober 2025
8430893,Akaponjuluh Warsiastuti,Bkt Palem Raja 6 H8/ 06,3901108,T,RT 4,592,592,10,65500,November 2025
8430893,Akaponjuluh Warsiastuti,Bkt Palem Raja 6 H8/ 06,3901108,T,RT 4,592,592,10,65500,Desember 2025
8430893,Akaponjuluh Warsiastuti,Bkt Palem Raja 6 H8/ 06,3901108,T,RT 4,592,592,10,65500,Januari 2026
8430893,Akaponjuluh Warsiastuti,Bkt Palem Raja 6 H8/ 06,3901108,T,RT 4,592,592,10,65500,Februari 2026
8430969,Dedi Syah Putra,BKt Palem Kipas 7 J.15/18,3936027,T,RT 4,1143,1143,10,65500,September 2025
8430969,Dedi Syah Putra,BKt Palem Kipas 7 J.15/18,3936027,T,RT 4,1143,1176,33,196500,Oktober 2025
8430969,Dedi Syah Putra,BKt Palem Kipas 7 J.15/18,3936027,T,RT 4,1176,1217,41,252500,November 2025
8430969,Dedi Syah Putra,BKt Palem Kipas 7 J.15/18,3936027,T,RT 4,1176,1217,41,252500,Desember 2025
8430969,Dedi Syah Putra,BKt Palem Kipas 7 J.15/18,3936027,T,RT 4,1249,1286,37,224500,Januari 2026
8430969,Dedi Syah Putra,BKt Palem Kipas 7 J.15/18,3936027,T,RT 4,1286,1329,43,266500,Februari 2026
8431486,Muhammad Anwar Djaelani,Bkt palem Kipas 7 J15-32,3936038,T,RT 4,40,50,10,65500,September 2025
8431486,Muhammad Anwar Djaelani,Bkt palem Kipas 7 J15-32,3936038,T,RT 4,50,60,10,65500,Oktober 2025
8431486,Muhammad Anwar Djaelani,Bkt palem Kipas 7 J15-32,3936038,T,RT 4,60,69,10,65500,November 2025
8431486,Muhammad Anwar Djaelani,Bkt palem Kipas 7 J15-32,3936038,T,RT 4,60,69,10,65500,Desember 2025
8431486,Muhammad Anwar Djaelani,Bkt palem Kipas 7 J15-32,3936038,T,RT 4,78,86,10,65500,Januari 2026
8431486,Muhammad Anwar Djaelani,Bkt palem Kipas 7 J15-32,3936038,T,RT 4,86,95,10,65500,Februari 2026
8431487,Muh. Alamsyah,Bkt Palem Kipas 7 J15-33,3936039,T,RT 4,62,78,16,95500,September 2025
8431487,Muh. Alamsyah,Bkt Palem Kipas 7 J15-33,3936039,T,RT 4,78,92,14,85500,Oktober 2025
8431487,Muh. Alamsyah,Bkt Palem Kipas 7 J15-33,3936039,T,RT 4,92,104,12,75500,November 2025
8431487,Muh. Alamsyah,Bkt Palem Kipas 7 J15-33,3936039,T,RT 4,92,104,12,75500,Desember 2025
8431487,Muh. Alamsyah,Bkt Palem Kipas 7 J15-33,3936039,T,RT 4,114,126,12,75500,Januari 2026
8431487,Muh. Alamsyah,Bkt Palem Kipas 7 J15-33,3936039,T,RT 4,126,139,13,80500,Februari 2026
8431527,Nur Kholis,Bkt Palem Asri III/J6-07,3903079,T,RT 4,1647,1669,22,127500,September 2025
8431527,Nur Kholis,Bkt Palem Asri III/J6-07,3903079,T,RT 4,1669,1692,23,133500,Oktober 2025
8431527,Nur Kholis,Bkt Palem Asri III/J6-07,3903079,T,RT 4,1692,1717,25,145500,November 2025
8431527,Nur Kholis,Bkt Palem Asri III/J6-07,3903079,T,RT 4,1692,1717,25,145500,Desember 2025
8431527,Nur Kholis,Bkt Palem Asri III/J6-07,3903079,T,RT 4,1739,1757,18,105500,Januari 2026
